,best_match_score,Modelo,Cor,Combustivel,KM,Preco,Link,Vendedor,Cidade,Ano_Fabricacao,Ano_Modelo,Estado_Anuncio,Endereco_Anuncio,Bairro_Anuncio,Cidade_Anuncio,Marca,Data_Extracao_Dados,Unnamed: 0,nome_marca,id_marca,nome_modelo,id_modelo
3680,-0.10924431810985397,Blazer Advantage 2.4,Branca,Flex,,,https://www.shopcar.com.br/veiculos/gm-chevrolet/blazer-advantage-2-4/09-09/1176825,Vimar Autocar,"Rua Antonio Alves Arantes, 146 - Chácara Cachoeira - Campo Grande / MS",2009.0,2009.0, MS,"Rua Antonio Alves Arantes, 146 ", Chácara Cachoeira , Campo Grande ,gm-chevrolet,17/06/2022,2325,GM - Chevrolet,23,S10 Blazer 4.3 V6,1119
3837,0.45844427101270085,Gol Power 1.6 4p.,Prata,Flex,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-power-1-6-4p/10-11/1173804,Domenico Motors,"Av. Rodolfo José Pinho, 539 - Jardim São Bento - Campo Grande / MS",2010.0,2011.0, MS,"Av. Rodolfo José Pinho, 539 ", Jardim São Bento , Campo Grande ,vw-volkswagen,17/06/2022,5693,VW - VolksWagen,59,Gol 1.6 Mi/ Power 1.6 Mi 4p,2394
3841,-0.07595874906650682,Modelo,Cor, Combustível,,,Link,Vendedor,Cidade,,,,Cidade,,,,17/06/2022,5700,VW - VolksWagen,59,Gol 1000 (modelo antigo),2399
3849,-0.10574262223077471,C3 Hatch Exclusive Solaris 1.6 16v A/T,Prata,Flex,,,https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-exclusive-solaris-1-6-16v/10-11/1186860,Monyze Gabrielle de OLiveira,Campo Grande - MS,2010.0,2011.0,,Campo Grande , MS,,citro-n,17/06/2022,720,Citroën,13,C3 Exclus./Excl.Solaris 1.6 Flex 16V Mec,289
4056,0.4169992533318494,Fox Trendline 1.0 4p.,Preta,Flex,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-trendline-1-0-4p/08-09/1185801,Jefferson de Morais Cardoso,Campo Grande - MS,2008.0,2009.0,,Campo Grande , MS,,vw-volkswagen,17/06/2022,5663,VW - VolksWagen,59,Fox Trendline 1.0 Flex 8V 5p,6939
4203,0.05269823839891329,Corsa Sedan Classic LS 1.0,Prata,Flex,,,https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-ls-1-0/10-11/1190019,Bandi Car Veículos,"Av. Bandeirantes, 1878 - Taquarussu - Campo Grande / MS",2010.0,2011.0, MS,"Av. Bandeirantes, 1878 ", Taquarussu , Campo Grande ,gm-chevrolet,17/06/2022,2178,GM - Chevrolet,23,Corsa Sedan Sup./Classic 1.6 8v Aut/Mec,1053
4321,0.2807256203916798,Celta Spirit 1.0 4p.,Branca,Flex,,,https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-spirit-1-0-4p/10-11/1184975,Bandi Car Veículos,"Av. Bandeirantes, 1878 - Taquarussu - Campo Grande / MS",2010.0,2011.0, MS,"Av. Bandeirantes, 1878 ", Taquarussu , Campo Grande ,gm-chevrolet,17/06/2022,2109,GM - Chevrolet,23,Celta Spirit 1.0 MPFI 8V FlexPower 3p,1001
4470,0.4478048520899477,Palio ELX 1.0 4p.,Prata,Flex,,,https://www.shopcar.com.br/veiculos/fiat/palio-elx-1-0-4p/09-10/1160596,Alternativa Veículos,"Av. Bandeirantes, 1663 - Taquarussu - Campo Grande / MS",2009.0,2010.0, MS,"Av. Bandeirantes, 1663 ", Taquarussu , Campo Grande ,fiat,17/06/2022,1246,Fiat,21,Palio ELX/ 500 1.0 4p,529
4473,0.09591628920281497,Fusca 1300 L,Branca,Gasolina,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/fusca-1300-l/68-68/1189890,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS",1968.0,1968.0, MS,"Rua João Pedro de Souza,73 ", Jardim Monte Líbano , Campo Grande ,vw-volkswagen,17/06/2022,5666,VW - VolksWagen,59,Fusca,2380
4527,0.3421166218176775,Omega CD 4.1,Preta,Gasolina,,,https://www.shopcar.com.br/veiculos/gm-chevrolet/omega-cd-4-1/95-95/1185020,Marcos Vinicius Nunes Pinto,Campo Grande - MS,1995.0,1995.0,,Campo Grande , MS,,gm-chevrolet,17/06/2022,2274,GM - Chevrolet,23,Omega CD 4.1 / 3.0,1109
4528,0.4858765142247032,Sandero StepWay 1.6 16v,Preta,Flex,,,https://www.shopcar.com.br/veiculos/renault/sandero-stepway-1-6-16v/09-09/1172608,Lolo Veículos,"Rodovia MS 156, 2595 - Chácara Sidelis - Dourados / MS",2009.0,2009.0, MS,"Rodovia MS 156, 2595 ", Chácara Sidelis , Dourados ,renault,17/06/2022,4977,Renault,48,SANDERO STEPWAY Flex 1.6 16V 5p,7851
4536,0.33270123490027015,Palio 1.0 Fire 4p.,Branca,Flex,,,https://www.shopcar.com.br/veiculos/fiat/palio-1-0-fire-4p/15-16/1190827,Pelegrinelli Veículos,"Av. Rachid Neder, 696 - Monte Castelo - Campo Grande / MS",2015.0,2016.0, MS,"Av. Rachid Neder, 696 ", Monte Castelo , Campo Grande ,fiat,17/06/2022,1214,Fiat,21,Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 4p,506
4544,0.21955905668260894,Fiesta Hatch SE 1.0 4p.,Preta,Flex,,,https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-se-1-0-4p/13-14/1185268,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS",2013.0,2014.0, MS,"Rua João Pedro de Souza,73 ", Jardim Monte Líbano , Campo Grande ,ford,17/06/2022,1744,Ford,22,Fiesta Sedan SE 1.0 8V Flex 4p,6429
4545,0.01466178526606015,Fox BlackFox 1.0 4p.,Preta,Flex,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-blackfox-1-0-4p/09-10/1169337,Auto 1000 Multimarcas,"Av. Bandeirantes, 2253 - Taquarussu - Campo Grande / MS",2009.0,2010.0, MS,"Av. Bandeirantes, 2253 ", Taquarussu , Campo Grande ,vw-volkswagen,17/06/2022,5631,VW - VolksWagen,59,Fox Comfortline 1.0 Flex 8V 5p,6934
4780,0.14215850250806195,HB20 Comfort Plus 1.6 16v,Prata,Flex,,,https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-plus-1-6-16v/15-15/1187714,MGR Veículos,"Av. Afonso Pena, 3865 - Centro - Campo Grande / MS",2015.0,2015.0, MS,"Av. Afonso Pena, 3865 ", Centro , Campo Grande ,hyundai,17/06/2022,2727,Hyundai,26,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,6206
4782,0.503800056936732,Palio Weekend Adventure 1.8 Tryon,Preta,Flex,,,https://www.shopcar.com.br/veiculos/fiat/palio-weekend-adventure-1-8-tryon/07-07/1190921,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS",2007.0,2007.0, MS,"Rua João Pedro de Souza,73 ", Jardim Monte Líbano , Campo Grande ,fiat,17/06/2022,1287,Fiat,21,Palio Weekend Adventure LOCKER 1.8 Flex,4673
4784,0.2584379914040369,Punto ELX 1.4,Cinza,Flex,,,https://www.shopcar.com.br/veiculos/fiat/punto-elx-1-4/09-10/1184464,Ever Motors,"Rua Alegrete, 1801 - Monte Castelo - Campo Grande / MS",2009.0,2010.0, MS,"Rua Alegrete, 1801 ", Monte Castelo , Campo Grande ,fiat,17/06/2022,1315,Fiat,21,Punto  ELX 1.4 Fire Flex 8V 5p,4421
4785,0.33181925618081076,Sandero Expression 1.6,Prata,Flex,,,https://www.shopcar.com.br/veiculos/renault/sandero-expression-1-6/13-14/1189345,Paulo Victor Marques Barbosa,Campo Grande - MS,2013.0,2014.0,,Campo Grande , MS,,renault,17/06/2022,4951,Renault,48,SANDERO Expression Flex 1.6 16V 5p,7848
4789,0.05269823839891329,Corsa Sedan Classic LS 1.0,Preta,Flex,,,https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-ls-1-0/13-13/1190348,Lincar Automóveis,"Av. Salgado Filho, 518 - Amambai - Campo Grande / MS",2013.0,2013.0, MS,"Av. Salgado Filho, 518 ", Amambai , Campo Grande ,gm-chevrolet,17/06/2022,2178,GM - Chevrolet,23,Corsa Sedan Sup./Classic 1.6 8v Aut/Mec,1053
4907,0.6350524720477821,C4 Pallas GLX 2.0 16v,Prata,Flex,,,https://www.shopcar.com.br/veiculos/citro-n/c4-pallas-glx-2-0-16v/10-11/1189123,Denise Souza Marcello,Campo Grande - MS,2010.0,2011.0,,Campo Grande , MS,,citro-n,17/06/2022,789,Citroën,13,C4 PALLAS GLX 2.0/2.0 Flex 16V Mec.,4400
4908,-0.07595874906650682,Modelo,Cor, Combustível,,,Link,Vendedor,Cidade,,,,Cidade,,,,17/06/2022,5700,VW - VolksWagen,59,Gol 1000 (modelo antigo),2399
4916,0.18386644830161075,C3 Hatch Tendance 1.5,Prata,Flex,,,https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-tendance-1-5/13-14/1188489,Claudio Pinto de Souza Filho,Inocência - MS,2013.0,2014.0,,Inocência , MS,,citro-n,17/06/2022,743,Citroën,13,C3 Tendance 1.5 Flex 8V 5p Mec.,6155
4966,0.14107741635804996,Celta LT 1.0 4p.,Branca,Flex,,,https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-lt-1-0-4p/14-15/1190564,Premium Auto Car,"Av. Ricardo Brandão, 778 - Itanhangá Park - Campo Grande / MS",2014.0,2015.0, MS,"Av. Ricardo Brandão, 778 ", Itanhangá Park , Campo Grande ,gm-chevrolet,17/06/2022,2114,GM - Chevrolet,23,Celta Spirit/ LT 1.0 MPFI 8V FlexP. 5p,1002
5112,0.45844427101270085,Gol Power 1.6 4p.,Prata,Flex,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-power-1-6-4p/11-12/1124738,Grid Automóveis,"Av. das Bandeiras, 500 - Vila Carvalho - Campo Grande / MS",2011.0,2012.0, MS,"Av. das Bandeiras, 500 ", Vila Carvalho , Campo Grande ,vw-volkswagen,17/06/2022,5693,VW - VolksWagen,59,Gol 1.6 Mi/ Power 1.6 Mi 4p,2394
5116,0.33181925618081076,Sandero Expression 1.6,Vermelha,Flex,,,https://www.shopcar.com.br/veiculos/renault/sandero-expression-1-6/13-14/1192151,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS",2013.0,2014.0, MS,"Rua João Pedro de Souza,73 ", Jardim Monte Líbano , Campo Grande ,renault,17/06/2022,4951,Renault,48,SANDERO Expression Flex 1.6 16V 5p,7848
5120,0.05797871103256993,Fox 1.6 4p.,Branca,Flex,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-1-6-4p/10-11/1187678,Vale Veículos,"Av. Fernando Correa da Costa, 2099 - Jardim Aclimação - Campo Grande / MS",2010.0,2011.0, MS,"Av. Fernando Correa da Costa, 2099 ", Jardim Aclimação , Campo Grande ,vw-volkswagen,17/06/2022,1781,Ford,22,Focus Sedan 1.6 16V Flex 4p Aut.,7687
5171,0.33270123490027015,Palio 1.0 Fire 4p.,Branca,Flex,,,https://www.shopcar.com.br/veiculos/fiat/palio-1-0-fire-4p/15-15/1187777,Ever Motors,"Rua Alegrete, 1801 - Monte Castelo - Campo Grande / MS",2015.0,2015.0, MS,"Rua Alegrete, 1801 ", Monte Castelo , Campo Grande ,fiat,17/06/2022,1214,Fiat,21,Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 4p,506
5179,0.14107741635804996,Celta LT 1.0 4p.,Prata,Flex,,,https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-lt-1-0-4p/15-15/1187292,Lincar Automóveis,"Av. Salgado Filho, 518 - Amambai - Campo Grande / MS",2015.0,2015.0, MS,"Av. Salgado Filho, 518 ", Amambai , Campo Grande ,gm-chevrolet,17/06/2022,2114,GM - Chevrolet,23,Celta Spirit/ LT 1.0 MPFI 8V FlexP. 5p,1002
5325,0.21087897806652342,Voyage Comfortline 1.6,Preta,Flex,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-comfortline-1-6/10-11/1186718,New Car Multimarcas,"Rua do Rosário, 259 - Vila Gomes - Campo Grande / MS",2010.0,2011.0, MS,"Rua do Rosário, 259 ", Vila Gomes , Campo Grande ,vw-volkswagen,17/06/2022,6088,VW - VolksWagen,59,VOYAGE Comfortline  1.0 T.Flex 8V 4p,6810
5429,0.20096982939129174,Gol 1.0 4p.,Prata,Flex,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-4p/12-13/1189622,Eduardo Marques,Campo Grande - MS,2012.0,2013.0,,Campo Grande , MS,,vw-volkswagen,17/06/2022,5678,VW - VolksWagen,59,Gol 1.0 Plus 16v 4p,2383
5445,0.33270123490027015,Palio 1.0 Fire 4p.,Branca,Flex,,,https://www.shopcar.com.br/veiculos/fiat/palio-1-0-fire-4p/13-14/1165272,K20 Motors,"Rua Piriá, 1208 - Guanandi - Campo Grande / MS",2013.0,2014.0, MS,"Rua Piriá, 1208 ", Guanandi , Campo Grande ,fiat,17/06/2022,1214,Fiat,21,Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 4p,506
5453,0.4858765142247032,Sandero StepWay 1.6 16v,Branca,Flex,,,https://www.shopcar.com.br/veiculos/renault/sandero-stepway-1-6-16v/12-12/1187689,Edimar Aparecido de Oliveira,Campo Grande - MS,2012.0,2012.0,,Campo Grande , MS,,renault,17/06/2022,4977,Renault,48,SANDERO STEPWAY Flex 1.6 16V 5p,7851
5461,0.2952652602212782,Corolla XEi 1.8 16v A/T,Cinza,Gasolina,,,https://www.shopcar.com.br/veiculos/toyota/corolla-xei-1-8-16v/06-07/1192101,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS",2006.0,2007.0, MS,"Rua João Pedro de Souza,73 ", Jardim Monte Líbano , Campo Grande ,toyota,17/06/2022,5283,Toyota,56,Corolla XEi 1.8/1.8 Flex 16V Aut.,2229
5601,0.002848361279027982,C3 Hatch Exclusive 1.6 16v A/T,Prata,Flex,,,https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-exclusive-1-6-16v/12-13/1190931,Paulo do Amaral,Campo Grande - MS,2012.0,2013.0,,Campo Grande , MS,,citro-n,17/06/2022,731,Citroën,13,C3 Picasso Exclusive 1.6 Flex 16V 5p Mec,5551
5660,0.3223804527894633,J5 1.5 16v,Prata,Gasolina,,,https://www.shopcar.com.br/veiculos/jac/j5-1-5-16v/13-14/1185363,K20 Motors,"Rua Piriá, 1208 - Guanandi - Campo Grande / MS",2013.0,2014.0, MS,"Rua Piriá, 1208 ", Guanandi , Campo Grande ,jac,17/06/2022,2876,JAC,177,J5 Sedan 1.5 16V 4p Mec.,5933
5661,0.20096982939129174,Gol 1.0 4p.,Vermelha,Flex,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-4p/14-15/1148445,Art Motors,"Av. Bandeirantes, 242 - Amambaí - Campo Grande / MS",2014.0,2015.0, MS,"Av. Bandeirantes, 242 ", Amambaí , Campo Grande ,vw-volkswagen,17/06/2022,5678,VW - VolksWagen,59,Gol 1.0 Plus 16v 4p,2383
5677,0.01067049361541369,Jeep CJ-5,Azul,Gasolina,,,https://www.shopcar.com.br/veiculos/ford/jeep-cj-5/76-76/1160196,Tomitão Carros e Negócios,"Av. Ceará, 2678 - Vila Rica - Campo Grande / MS",1976.0,1976.0, MS,"Av. Ceará, 2678 ", Vila Rica , Campo Grande ,ford,17/06/2022,4356,Peugeot,44,205 CJ Cabriolet,1844
5729,0.06295123765195736,Uno Way 1.4 4p.,Branca,Flex,,,https://www.shopcar.com.br/veiculos/fiat/uno-way-1-4-4p/15-15/1186485,Kart Veículos,"Rua Rio Grande do Sul, 357 - Jardim dos Estados - Campo Grande / MS",2015.0,2015.0, MS,"Rua Rio Grande do Sul, 357 ", Jardim dos Estados , Campo Grande ,fiat,17/06/2022,1520,Fiat,21,UNO SPORTING 1.4 EVO Fire Flex 8V 4p,5465
5735,-0.07595874906650682,Modelo,Cor, Combustível,,,Link,Vendedor,Cidade,,,,Cidade,,,,17/06/2022,5700,VW - VolksWagen,59,Gol 1000 (modelo antigo),2399
5743,0.3740665585344582,206 Presence 1.4 4p.,Preta,Flex,,,https://www.shopcar.com.br/veiculos/peugeot/206-presence-1-4-4p/08-08/1155998,Procurocar Carros e Negócios,"Av. Salgado Filho, 987 - Amambaí - Campo Grande / MS",2008.0,2008.0, MS,"Av. Salgado Filho, 987 ", Amambaí , Campo Grande ,peugeot,17/06/2022,4373,Peugeot,44,206 Presence 1.4/ 1.4 Flex 8V 3p,1856
5873,0.3075877393392326,A3 1.6 2p.,Vermelha,Gasolina,,,https://www.shopcar.com.br/veiculos/audi/a3-1-6-2p/00-00/1190699,Prado,Campo Grande - MS,2000.0,2000.0,,Campo Grande , MS,,audi,17/06/2022,76,Audi,6,A3 1.6 3p,52
5952,0.5649735879984275,Marea ELX 2.0 20v,Verde,Gasolina,,,https://www.shopcar.com.br/veiculos/fiat/marea-elx-2-0-20v/98-99/1182415,Ustulin Multimarcas,"Av. Pres. Ernesto Geisel, 5633 - Cabreúva - Campo Grande / MS",1998.0,1999.0, MS,"Av. Pres. Ernesto Geisel, 5633 ", Cabreúva , Campo Grande ,fiat,17/06/2022,1178,Fiat,21,Marea ELX 2.0 20V 4p,484
5954,0.07456287796786368,Gol GL 1.8i 2p.,Prata,Gasolina,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-gl-1-8i-2p/90-90/1187027,Jheimes Fernandes dos Santos,Maracaju - MS,1990.0,1990.0,,Maracaju , MS,,vw-volkswagen,17/06/2022,5741,VW - VolksWagen,59,Gol GL 1.8 Mi 2p e 4p,2425
5955,0.07598858873264741,Corsa Sedan Classic Spirit 1.0,Prata,Flex,,,https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-spirit-1-0/08-09/1151012,Carlos Diego Dantas Batista,Nova Andradina - MS,2008.0,2009.0,,Nova Andradina , MS,,gm-chevrolet,17/06/2022,2161,GM - Chevrolet,23,Corsa Sed Classic Spirit 1.6 MPFI VHC 8V,1034
6073,0.41216722241702386,Gol Trend 1.0 4p.,Vermelha,Flex,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trend-1-0-4p/06-07/1186325,Federal Car,"Av. Bandeirantes, 2236 - Nova Bandeirantes - Campo Grande / MS",2006.0,2007.0, MS,"Av. Bandeirantes, 2236 ", Nova Bandeirantes , Campo Grande ,vw-volkswagen,17/06/2022,5684,VW - VolksWagen,59,Gol 1.0 Trend/ Power 8V 4p,2388
6075,0.5634147660133844,Xsara Picasso Exclusive 2.0 16v A/T,Prata,Gasolina,,,https://www.shopcar.com.br/veiculos/citro-n/xsara-picasso-exclusive-2-0-16v/08-08/1192408,Henrique dos Anjos Mariano Abreu ,Campo Grande - MS,2008.0,2008.0,,Campo Grande , MS,,citro-n,17/06/2022,873,Citroën,13,Xsara Picasso Exclusive 2.0 16V Aut.,345
6188,0.3541010818501702,207 Passion XS 1.6 16v A/T,Preta,Flex,,,https://www.shopcar.com.br/veiculos/peugeot/207-passion-xs-1-6-16v/09-10/1182924,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS",2009.0,2010.0, MS,"Rua João Pedro de Souza,73 ", Jardim Monte Líbano , Campo Grande ,peugeot,17/06/2022,4406,Peugeot,44,207 Sedan Passion XS 1.6 Flex 16V 4p,4795
6320,0.38918511029701636,Clio Hatch Campus 1.0 16v 4p.,Preta,Flex,,,https://www.shopcar.com.br/veiculos/renault/clio-hatch-campus-1-0-16v-4p/11-12/1187089,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS",2011.0,2012.0, MS,"Rua João Pedro de Souza,73 ", Jardim Monte Líbano , Campo Grande ,renault,17/06/2022,4747,Renault,48,Clio Campus Hi-Flex 1.0 16V 3p,4643
6382,0.4230045821551647,Palio Celebration 1.0 4p.,Preta,Flex,,,https://www.shopcar.com.br/veiculos/fiat/palio-celebration-1-0-4p/08-08/1188575,Eduardo Bortolato,Campo Grande - MS,2008.0,2008.0,,Campo Grande , MS,,fiat,17/06/2022,1226,Fiat,21,Palio Celebration 1.0 Fire Flex 8V 4p,3966
6383,0.38760920590797565,207 Quiksilver 1.4 4p.,Preta,Flex,,,https://www.shopcar.com.br/veiculos/peugeot/207-quiksilver-1-4-4p/09-10/1187566,K20 Motors,"Rua Piriá, 1208 - Guanandi - Campo Grande / MS",2009.0,2010.0, MS,"Rua Piriá, 1208 ", Guanandi , Campo Grande ,peugeot,17/06/2022,4399,Peugeot,44,207 QUIKSILVER 1.4 Flex 8V 3p,5159
6511,0.09591628920281497,Fusca 1300 L,Branca,Gasolina,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/fusca-1300-l/77-77/1114665,Tomitão Carros e Negócios,"Av. Ceará, 2678 - Vila Rica - Campo Grande / MS",1977.0,1977.0, MS,"Av. Ceará, 2678 ", Vila Rica , Campo Grande ,vw-volkswagen,17/06/2022,5666,VW - VolksWagen,59,Fusca,2380
6565,0.2183347062343323,Fit LX 1.4,Prata,Gasolina,,,https://www.shopcar.com.br/veiculos/honda/fit-lx-1-4/05-06/1192561,Rogério Cavalcante de Almeida ,Campo Grande - MS,2005.0,2006.0,,Campo Grande , MS,,honda,17/06/2022,2629,Honda,25,Fit LX 1.4/ 1.4 Flex 8V/16V 5p Aut.,1275
6567,0.41216722241702386,Gol Trend 1.0 4p.,Prata,Flex,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trend-1-0-4p/10-11/1190401,Duarte Automóveis,"Rua Dr. Paulo Machado, 383 - Jardim dos Estados - Campo Grande / MS",2010.0,2011.0, MS,"Rua Dr. Paulo Machado, 383 ", Jardim dos Estados , Campo Grande ,vw-volkswagen,17/06/2022,5684,VW - VolksWagen,59,Gol 1.0 Trend/ Power 8V 4p,2388
6569,0.36437679898252695,Sandero Expression 1.0 16v,Prata,Flex,,,https://www.shopcar.com.br/veiculos/renault/sandero-expression-1-0-16v/11-11/1192427,Eudes Aparecido Caetano Moura,Dourados - MS,2011.0,2011.0,,Dourados , MS,,renault,17/06/2022,4952,Renault,48,SANDERO Expression Hi-Flex 1.0 16V 5p,4506
6571,-0.023628790457722468,Ka 1.0,Preta,Flex,,,https://www.shopcar.com.br/veiculos/ford/ka-1-0/12-12/1170553,Auto 1000 Multimarcas,"Av. Bandeirantes, 2253 - Taquarussu - Campo Grande / MS",2012.0,2012.0, MS,"Av. Bandeirantes, 2253 ", Taquarussu , Campo Grande ,ford,17/06/2022,1811,Ford,22,Ka 1.0i 3p,813
6774,0.3781089759109699,Agile LT 1.4,Bege,Flex,,,https://www.shopcar.com.br/veiculos/gm-chevrolet/agile-lt-1-4/10-11/1179039,Nelson Fernandes de Moura,Campo Grande - MS,2010.0,2011.0,,Campo Grande , MS,,gm-chevrolet,17/06/2022,2019,GM - Chevrolet,23,AGILE LT 1.4 MPFI 8V FlexPower 5p,5069
6775,-0.07595874906650682,Modelo,Cor, Combustível,,,Link,Vendedor,Cidade,,,,Cidade,,,,17/06/2022,5700,VW - VolksWagen,59,Gol 1000 (modelo antigo),2399
6783,0.09940187801386108,Fox 1.0 4p.,Azul,Flex,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-1-0-4p/11-12/1191152,New Car Multimarcas,"Rua do Rosário, 259 - Vila Gomes - Campo Grande / MS",2011.0,2012.0, MS,"Rua do Rosário, 259 ", Vila Gomes , Campo Grande ,vw-volkswagen,17/06/2022,5631,VW - VolksWagen,59,Fox Comfortline 1.0 Flex 8V 5p,6934
7018,0.22068488475466627,Gol Trend 1.6 4p.,Preta,Flex,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trend-1-6-4p/10-11/1186025,BSG Veículos,"Av. Cel. Antonino, 2053 - Conj. Res. Estrela do Sul - Campo Grande / MS",2010.0,2011.0, MS,"Av. Cel. Antonino, 2053 ", Conj. Res. Estrela do Sul , Campo Grande ,vw-volkswagen,17/06/2022,5715,VW - VolksWagen,59,Gol City (Trend) 1.6 Mi T.Flex 8V 4p,2417
7019,0.3186986500169784,Fusion SEL 2.3 16v A/T,Preta,Gasolina,,,https://www.shopcar.com.br/veiculos/ford/fusion-sel-2-3-16v/07-07/1191544,Fagner Faustino Barbosa,Nova Andradina - MS,2007.0,2007.0,,Nova Andradina , MS,,ford,17/06/2022,1795,Ford,22,Fusion SEL 2.3 16V  162cv Aut.,4061
7048,0.2627346567526281,Uno Vivace 1.0 4p.,Prata,Flex,,,https://www.shopcar.com.br/veiculos/fiat/uno-vivace-1-0-4p/13-13/1188570,Lolo Veículos,"Rodovia MS 156, 2595 - Chácara Sidelis - Dourados / MS",2013.0,2013.0, MS,"Rodovia MS 156, 2595 ", Chácara Sidelis , Dourados ,fiat,17/06/2022,1524,Fiat,21,UNO VIVACE 1.0 EVO Fire Flex 8V 3p,5483
7197,0.1349114446260704,Palio Attractive 1.0 4p.,Prata,Flex,,,https://www.shopcar.com.br/veiculos/fiat/palio-attractive-1-0-4p/12-13/1192534,Paulo do Amaral,Campo Grande - MS,2012.0,2013.0,,Campo Grande , MS,,fiat,17/06/2022,1227,Fiat,21,Palio City 1.0 4p,511
7212,0.4906518459243754,Fusion SEL 2.3 16v,Preta,Gasolina,,,https://www.shopcar.com.br/veiculos/ford/fusion-sel-2-3-16v/06-06/1188342,Federal Car,"Av. Bandeirantes, 2236 - Nova Bandeirantes - Campo Grande / MS",2006.0,2006.0, MS,"Av. Bandeirantes, 2236 ", Nova Bandeirantes , Campo Grande ,ford,17/06/2022,1795,Ford,22,Fusion SEL 2.3 16V  162cv Aut.,4061
7213,0.41216722241702386,Gol Trend 1.0 4p.,Branca,Flex,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trend-1-0-4p/12-13/1182177,João Daral Veículos,"R. Dom Pedro I, 405 - Vila Industrial - Dourados / MS",2012.0,2013.0, MS,"R. Dom Pedro I, 405 ", Vila Industrial , Dourados ,vw-volkswagen,17/06/2022,5684,VW - VolksWagen,59,Gol 1.0 Trend/ Power 8V 4p,2388
7215,0.14859238619805393,Astra Hatch GLS 2.0 4p.,Vermelha,Gasolina,,,https://www.shopcar.com.br/veiculos/gm-chevrolet/astra-hatch-gls-2-0-4p/95-95/1184419,Oldary Janio,Campo Grande - MS,1995.0,1995.0,,Campo Grande , MS,,gm-chevrolet,17/06/2022,2059,GM - Chevrolet,23,Astra Sedan 2.0/CD/ GLS/ Adv. 2.0 16V 4p,960
7220,0.08249328318172687,Fiesta Hatch 1.6 4p.,Branca,Flex,,,https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-1-6-4p/12-13/1191728,João Vitor Tavares ,Nova Andradina - MS,2012.0,2013.0,,Nova Andradina , MS,,ford,17/06/2022,1736,Ford,22,Fiesta Sed. 1.6 8V Flex 4p,785
7224,0.08249328318172687,Fiesta Hatch 1.6 4p.,Branca,Flex,,,https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-1-6-4p/13-13/1187201,Mariana Rodrigues Alves,Campo Grande - MS,2013.0,2013.0,,Campo Grande , MS,,ford,17/06/2022,1736,Ford,22,Fiesta Sed. 1.6 8V Flex 4p,785
7228,0.10387215848469741,Polo Sedan 1.6,Prata,Flex,,,https://www.shopcar.com.br/veiculos/vw-volkswagen/polo-sedan-1-6/10-11/1191527,Willian Silva de Freitas,Campo Grande - MS,2010.0,2011.0,,Campo Grande , MS,,vw-volkswagen,17/06/2022,5958,VW - VolksWagen,59,Polo Sedan 1.6 Mi Total Flex 8V 4p,2535
